# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT ,DIP,DIP.1
108.1,DZF,DZF,DZF,2025-04-17,Model Cattle (Karachi),244,Local crossbred,Cow,Yes,Left,19,CIDR+E2+PGF+ECG,Fresh,DZF-1045-1,2024-11-19,Ruben,Talal,3.24,"6,8",1.0,Yes,6.34,2025-04-03,Pregnant,2024-02-15,37,58,2025-02-23,204,Angus,-0.4,BRC MR. JUMANJI 67,1.4,Sexed Female,Beef Crossbred,Dawood,-90.43,173.62
227.8,DZF,DZF,Model Cattle (Karachi),2025-03-31,DZF,324,Local crossbred,Cow,.,right,16.7,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1056-1,2025-01-15,Ruben,Javeria,3.16,"7,7",1.0,Yes,6.94,2024-01-16,Pregnant,2024-04-03,14,9,2024-05-02,NK1,Beef Master,-2.6,SM007,2.1,Conventional,Beef Crossbred,Dawood,-148.78,290.2
483.32,DZF,DZF,Maidan Cattle (Karachi),2024-01-22,DZF,13,Local crossbred,Cow,.,Left,9,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1010-1,2024-07-20,Ruben,Talal,3.73,"6,7",1.0,Yes,6.86,2025-04-04,Pregnant,2024-07-25,89,45,2024-06-01,609,Fresian,1.6,Genosource Captain-ET,6.2,Pre-Sorted for Female,Red Brahman,Dawood,-235.68,236.7
130.74,DZF,DZF,DZF,2024-11-17,DZF,350,Local crossbred,Cow,.,left,19.4,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1018-2,2024-07-02,Yaseen,Umer,3.08,5,1.0,Yes,6.04,2024-02-01,Open,2025-04-17,67,25,2024-02-07,257,Red Brahman,.,VL Rojo Whiskey 60/1,3.7,Sexed Female,Cross Breed,Dawood,-183.6,266.75
134.42,DZF,DZF,Maidan Cattle (Karachi),2024-11-06,Model Cattle (Karachi),114,Local crossbred,Cow,Yes,Right,9,Natural heat,Frozen,DZF-1056-1,2025-04-11,Masroor,Talal,3.04,4,1.0,Yes,6.11,2024-01-26,Pregnant,2025-01-21,10,17,2024-11-08,820/4,Angus,.,6.966666667,-0.89,Pre-Sorted for Female,Grey Brahman,Dawood,-167.04,192.63
441.62,DZF,DZF,Maidan Cattle (Karachi),2024-06-06,Model Cattle (Karachi),263,Local crossbred,Cow,Yes,Right,8,CIDR+E2+PGF+ECG,Frozen,DZF-1018-2,2025-02-02,Ruben,Umer,2.84,4,1.0,Yes,6.7,2025-04-30,Open,2024-11-30,49,14,2024-11-14,967/9,Cross Breed,-2.6,MR V8 160/8,-0.89,Pre-Sorted for Female,Angus,Dawood,-167.39,234.03
269.25,DZF,DZF,Maidan Cattle (Karachi),2024-02-19,DZF,92,Local crossbred,Cow,.,Right,15.1,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1043-1,2024-06-29,Fakhar,Umer,3.03,"6,7",1.0,Yes,6.22,2024-09-23,Pregnant,2024-08-11,22,48,2024-03-24,597,Angus,1.5,CAUCHITOS KARU SIMON 922/6,2.5,Conventional,Grey Brahman,Dawood,-236.5,112.5
48.92,DZF,DZF,Model Cattle (Karachi),2024-10-11,DZF,238,Local crossbred,Cow,.,right,15.4,Natural heat,Frozen,DZF-1055-1,2025-03-11,Hamid,Masroor,3.18,"6,8",1.0,Yes,6.27,2025-02-20,Open,2025-03-11,46,95,2024-11-29,D3,Angus,1.9,MR V8 160/8,.,Conventional,Beef Crossbred,Dawood,-100.08,110.44
297.31,DZF,DZF,DZF,2024-09-04,Maidan Cattle (Karachi),32210,Local crossbred,Cow,.,Left,9,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1056-1,2024-02-10,Ruben,Masroor,3.69,7,1.0,Yes,6.19,2024-12-10,Recheck,2024-08-30,75,52,2024-08-14,909/9,Fresian,3.7,Genosource Captain-ET,2.7,Sexed Female,Red Brahman,Dawood,-245.23,246.22
201.12,DZF,DZF,DZF,2024-08-27,Maidan Cattle (Karachi),18,Local crossbred,Cow,Yes,right,19.4,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1000-1,2025-01-17,Fakhar,Talal,3.72,"6,7",1.0,Yes,6.14,2025-04-06,Pregnant,2025-05-10,36,92,2025-05-03,649/9,Grey Brahman,.,Genosource Captain-ET,-0.89,Pre-Sorted for Female,Grey Brahman,Dawood,-122.12,189.59
179.27,DZF,DZF,Maidan Cattle (Karachi),2024-04-16,Model Cattle (Karachi),284,Local crossbred,Cow,Yes,left,14.4,Natural heat,Frozen,DZF-1055-1,2024-06-16,Masroor,Javeria,3.33,8,1.0,Yes,6.72,2024-10-01,Recheck,2024-01-27,28,48,2024-11-21,608,Braford,2.3,CAUCHITOS KARU SIMON 922/6,.,Conventional,Beef Crossbred,Dawood,-236.25,224.59
434.45,DZF,DZF,Maidan Cattle (Karachi),2024-02-14,DZF,298,Local crossbred,Cow,.,right,16.7,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1018-3,2024-10-01,Yaseen,Masroor,3.38,"6,7",1.0,Yes,6.65,2024-10-22,Pregnant,2025-01-18,81,39,2024-02-18,248,Grey Brahman,-2.6,Genosource Captain-ET,2,Sexed Female,Red Brahman,Dawood,-208.46,193.44
47.91,DZF,DZF,DZF,2024-07-03,Maidan Cattle (Karachi),55,Local crossbred,Cow,.,left,18,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1010-1,2024-05-21,Fakhar,Javeria,2.79,7,1.0,Yes,6.94,2024-07-20,Pregnant,2024-05-28,80,62,2025-01-11,820/4,Grey Brahman,2.5,F1 Gulabi,2.5,Conventional,Red Brahman,Dawood,-95.57,221.48
302.79,DZF,DZF,DZF,2024-11-28,Maidan Cattle (Karachi),228,Local crossbred,Cow,.,right,10.37,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1010-1,2024-12-03,Ruben,Javeria,2.9,8,1.0,Yes,6.64,2024-08-16,Recheck,2024-07-25,69,61,2024-04-08,984,Grey Brahman,2.8,MR V8 160/8,2,Sexed Female,Cross Breed,Dawood,-163.05,83.36
235.43,DZF,DZF,DZF,2024-07-08,Model Cattle (Karachi),338,Local crossbred,Cow,Yes,Right,8.15,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-2,2024-12-20,Hamid,Javeria,3.43,"7,7",1.0,Yes,6.75,2024-07-07,Pregnant,2024-12-07,47,58,2024-08-15,04-04,Red Brahman,-0.4,Mr Karu Manso 800,1.4,Conventional,Cross Breed,Dawood,-193.28,229.33
224.04,DZF,DZF,Maidan Cattle (Karachi),2024-05-09,Model Cattle (Karachi),59,Local crossbred,Cow,Yes,Left,15,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1053-1,2024-11-14,Fakhar,Hamid,3.22,"6,7",1.0,Yes,6.89,2024-06-03,Open,2024-06-18,73,44,2025-01-13,29M,Fresian,3.6,Reconquista 413 Eterno GC Bartolome,1.4,Sexed Female,Beef Crossbred,Dawood,-100.41,103.18
238.74,DZF,DZF,Maidan Cattle (Karachi),2024-02-04,Model Cattle (Karachi),259,Local crossbred,Cow,.,Left,17,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-1,2025-03-15,Ruben,Javeria,3.42,"6,7",1.0,Yes,6.38,2024-10-16,Pregnant,2024-06-03,74,96,2024-01-08,597/9,Angus,.,Modesto 209,.,Conventional,Cross Breed,Dawood,-155.86,114.62
129.61,DZF,DZF,DZF,2024-10-17,DZF,R4,Local crossbred,Cow,Yes,Left,10.2,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1040-1,2025-01-14,Ruben,Masroor,3.02,"6,7",1.0,Yes,6.52,2024-11-29,Recheck,2024-03-01,65,51,2025-02-27,18/2,Red Brahman,1.6,Commando 888/47,2.7,Conventional,Holstein Friesian,Dawood,-221.65,208.93
101.05,DZF,DZF,Model Cattle (Karachi),2024-03-09,Maidan Cattle (Karachi),180,Local crossbred,Cow,.,Right,16.2,Natural heat,Fresh,DZF-1000-1,2024-08-06,Fakhar,Umer,3.04,7,1.0,Yes,6.54,2024-12-14,Open,2025-01-03,60,39,2024-03-27,257,Cross Breed,2.9,Modesto 209,3.7,Sexed Female,Red Brahman,Dawood,-114.37,157.83
215.72,DZF,DZF,Maidan Cattle (Karachi),2024-02-15,DZF,258,Local crossbred,Cow,Yes,left,15.5,Natural heat,Frozen,DZF-1055-1,2024-04-11,Yaseen,Talal,3.21,6,1.0,Yes,6.13,2024-08-01,Recheck,2024-12-25,85,33,2024-06-12,984,Grey Brahman,3.6,SM007,2.5,Conventional,Holstein Friesian,Dawood,-150.02,268.53
471.65,DZF,DZF,DZF,2024-11-30,Model Cattle (Karachi),363,Local crossbred,Cow,Yes,left,8,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1056-1,2024-08-04,Fakhar,Masroor,3.08,"7,7",1.0,Yes,6.13,2024-11-26,Recheck,2024-09-11,91,39,2024-03-31,609/9,Beef crossbred,2.8,NCC Jackpot,2.7,Conventional,Beef Crossbred,Dawood,-130.62,218.3
180.65,DZF,DZF,Maidan Cattle (Karachi),2025-05-15,DZF,317,Local crossbred,Cow,Yes,Left,19.4,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1016-6,2024-09-18,Ruben,Masroor,3.46,"6,6",1.0,Yes,6.85,2024-01-30,Recheck,2024-08-22,72,60,2024-08-11,991,Beef crossbred,1.6,NCC Jackpot,2.5,Pre-Sorted for Female,Cross Breed,Dawood,-185.71,99.25
24.53,DZF,DZF,Maidan Cattle (Karachi),2024-08-23,DZF,48,Local crossbred,Cow,Yes,Left,11.6,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1018-1,2024-05-12,Fakhar,Masroor,2.85,"7,8",1.0,Yes,6.8,2024-09-30,Pregnant,2024-02-06,76,24,2025-02-01,984,Beef Master,.,BRC MR. JUMANJI 67,3.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-125.28,65.87
321.43,DZF,DZF,Model Cattle (Karachi),2024-07-16,Model Cattle (Karachi),33,Local crossbred,Cow,.,.,12.5,CIDR+E2+PGF+ECG,Frozen,DZF-1010-1,2025-03-26,Ruben,Masroor,3.54,7,1.0,Yes,6.91,2024-10-04,Pregnant,2024-01-27,77,67,2024-05-31,12691,Cross Breed,3.7,CAUCHITOS KARU SIMON 922/6,2,Sexed Female,Cross Breed,Dawood,-171.74,133.26
178.34,DZF,DZF,Maidan Cattle (Karachi),2024-10-17,DZF,263,Local crossbred,Cow,.,left,20,CIDR+E2+PGF+ECG,Frozen,DZF-1045-1,2024-10-14,Ruben,Javeria,3.64,7,1.0,Yes,6.92,2024-12-22,Pregnant,2025-01-24,88,100,2024-11-30,248,Fresian,1.5,MR V8 160/8,2.5,Conventional,Angus,Dawood,-140.06,222.26
19.96,DZF,DZF,Maidan Cattle (Karachi),2025-03-26,Model Cattle (Karachi),251,Local crossbred,Cow,.,left,12.3,Natural heat,Frozen,DZF-1018-2,2024-09-25,Yaseen,Hamid,3.32,"7,7",1.0,Yes,6.63,2025-01-18,Open,2025-04-16,71,25,2024-01-30,765/4,Angus,2.3,Mr H Pride of Maddox Manso 684/8,2.5,Conventional,Beef Crossbred,Dawood,-186.58,215.92
6.85,DZF,DZF,Model Cattle (Karachi),2024-07-14,Maidan Cattle (Karachi),155,Local crossbred,Cow,Yes,Right,15.6,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1044-1,2024-11-05,Ruben,Javeria,2.9,"6,8",1.0,Yes,6.67,2024-03-02,Open,2024-12-03,23,58,2024-02-21,3/4,Beef crossbred,3.7,JDH Janos Manso 709,1.4,Sexed Female,Angus,Dawood,-79.84,194.31
423.46,DZF,DZF,Maidan Cattle (Karachi),2024-11-01,DZF,30,Local crossbred,Cow,Yes,.,20,CIDR+E2+PGF+ECG,Fresh,DZF-1053-1,2024-04-26,Fakhar,Javeria,3.11,8,1.0,Yes,6.58,2024-03-04,Recheck,2025-02-05,61,48,2024-06-01,991,Beef Master,-6.1,SM007,2.7,Conventional,Cross Breed,Dawood,-181.11,116.01
151.4,DZF,DZF,DZF,2024-01-30,Model Cattle (Karachi),166,Local crossbred,Cow,.,.,18,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1055-1,2025-02-20,Fakhar,Javeria,3.47,5,1.0,Yes,6.75,2025-03-21,Open,2024-02-19,1,43,2024-01-23,NK1,Fresian,2.1,Mr Karu Manso 800,2,Pre-Sorted for Female,Angus,Dawood,-140.25,292.75
251.2,DZF,DZF,DZF,2025-05-09,Maidan Cattle (Karachi),112,Local crossbred,Cow,Yes,.,13.25,CIDR+E2+PGF+ECG,Fresh,DZF-1045-1,2024-06-09,Yaseen,Umer,2.98,5,1.0,Yes,6.43,2024-09-25,Pregnant,2025-02-15,40,28,2025-03-31,909/9,Angus,1.5,CAUCHITOS KARU SIMON 922/6,-0.89,Sexed Female,Angus,Dawood,-213.03,200.6
95.06,DZF,DZF,Maidan Cattle (Karachi),2024-10-10,Maidan Cattle (Karachi),321,Local crossbred,Cow,.,.,15.2,Natural heat,Frozen,DZF-1045-1,2024-11-02,Ruben,Javeria,3.18,"6,8",1.0,Yes,6.72,2024-10-07,Open,2025-02-15,54,7,2024-10-31,D2,Beef Master,2.2,JDH Janos Manso 709,2.7,Conventional,Angus,Dawood,-84.49,240.96
223.39,DZF,DZF,Model Cattle (Karachi),2025-04-07,DZF,149,Local crossbred,Cow,Yes,right,12.5,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1043-1,2024-11-09,Ruben,Umer,3.44,4,1.0,Yes,6.06,2024-12-28,Open,2024-05-13,3,47,2024-09-15,N,Nukra,1.4,CAUCHITOS KARU SIMON 922/6,2.5,Pre-Sorted for Female,Beef Crossbred,Dawood,-131.41,292.61
265.1,DZF,DZF,Maidan Cattle (Karachi),2025-04-03,DZF,80,Local crossbred,Cow,Yes,right,11.5,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-3,2024-02-08,Yaseen,Talal,3.5,6,1.0,Yes,6.32,2025-04-29,Recheck,2024-09-28,30,96,2024-10-26,233M,Nukra,3,MR. CLAYTON SLUGGER,1.4,Sexed Female,Beef Crossbred,Dawood,-150.88,109.24
46.82,DZF,DZF,DZF,2024-03-29,Maidan Cattle (Karachi),328,Local crossbred,Cow,.,Right,13.5,CIDR+E2+PGF+ECG,Frozen,DZF-1016-1,2025-01-15,Ruben,Javeria,3.24,"6,7",1.0,Yes,6.97,2024-03-23,Open,2025-02-20,62,41,2024-01-16,597/9,Nukra,2.5,MR H AUBURN ROJO 706,6.2,Sexed Female,Red Brahman,Dawood,-182.39,273.32
181.97,DZF,DZF,Model Cattle (Karachi),2024-08-15,Maidan Cattle (Karachi),326,Local crossbred,Cow,.,right,18.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1016-6,2024-12-12,Fakhar,Hamid,3.61,8,1.0,Yes,6.06,2024-10-15,Open,2024-06-02,29,61,2024-04-14,909,Red Brahman,2.9,MR H AUBURN ROJO 706,6.2,Pre-Sorted for Female,Red Brahman,Dawood,-152.14,142.75
9.35,DZF,DZF,Maidan Cattle (Karachi),2025-01-02,Maidan Cattle (Karachi),345,Local crossbred,Cow,.,.,16.7,Natural heat,Frozen,DZF-1055-1,2024-09-07,Fakhar,Hamid,3.06,"6,6",1.0,Yes,6.29,2025-01-03,Recheck,2025-01-30,24,92,2024-08-19,3/4,Angus,3,Reconquista 413 Eterno GC Bartolome,2.7,Pre-Sorted for Female,Holstein Friesian,Dawood,-151.14,221.08
12.09,DZF,DZF,Maidan Cattle (Karachi),2024-05-09,Maidan Cattle (Karachi),277,Local crossbred,Cow,.,.,13.2,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1060-1,2025-05-07,Yaseen,Hamid,2.88,6,1.0,Yes,6.67,2024-10-22,Open,2024-02-23,9,86,2024-06-20,85M,Nukra,2.3,VL Rojo Whiskey 60/1,2.1,Conventional,Red Brahman,Dawood,-214.56,181.77
466.6,DZF,DZF,Model Cattle (Karachi),2024-12-21,Model Cattle (Karachi),282,Local crossbred,Cow,.,left,14.5,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1045-1,2024-07-07,Yaseen,Masroor,2.93,6,1.0,Yes,6.92,2024-02-29,Pregnant,2025-03-25,68,94,2025-05-11,233M,Cross Breed,2.2,VL Rojo Whiskey 60/1,2.1,Sexed Female,Angus,Dawood,-194.62,162.32
222.83,DZF,DZF,Model Cattle (Karachi),2025-03-21,DZF,39,Local crossbred,Cow,.,left,12.4,CIDR+E2+PGF+ECG,Fresh,DZF-1016-6,2025-04-11,Masroor,Talal,2.8,5,1.0,Yes,6.21,2025-04-19,Open,2024-07-22,49,26,2024-05-07,4-Apr,Red Brahman,-2.6,Genosource Captain-ET,1.7,Sexed Female,Angus,Dawood,-96.07,98.55
446.64,DZF,DZF,Maidan Cattle (Karachi),2024-08-03,Maidan Cattle (Karachi),32826,Local crossbred,Cow,.,right,10.2,CIDR+E2+PGF+ECG,Frozen,DZF-1010-1,2025-03-28,Masroor,Talal,3.69,"6,7",1.0,Yes,6.39,2025-03-29,Open,2024-02-26,37,3,2024-02-16,612,Fresian,2.9,VL Rojo Whiskey 1/48,2.1,Sexed Female,Beef Crossbred,Dawood,-79.49,101.46
150.94,DZF,DZF,Model Cattle (Karachi),2024-08-13,Maidan Cattle (Karachi),17/1,Local crossbred,Cow,.,Left,12,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1018-1,2024-12-05,Ruben,Umer,3.57,"6,7",1.0,Yes,6.4,2024-06-07,Open,2024-07-30,55,27,2025-02-04,04-04,Fresian,-7.6,F1 Gulabi,1.4,Pre-Sorted for Female,Beef Crossbred,Dawood,-149.26,222.62
380.69,DZF,DZF,Maidan Cattle (Karachi),2024-07-04,Model Cattle (Karachi),321,Local crossbred,Cow,Yes,Left,13.25,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1016-1,2024-12-04,Masroor,Javeria,3.49,"7,7",1.0,Yes,6.58,2024-02-26,Recheck,2025-03-18,43,24,2025-01-06,29M,Red Brahman,2.1,Mr H Pride of Maddox Manso 684/8,3.7,Conventional,Cross Breed,Dawood,-127.64,66.8
56.76,DZF,DZF,Model Cattle (Karachi),2025-01-23,DZF,248,Local crossbred,Cow,Yes,left,15.5,Natural heat,Fresh,DZF-1055-1,2025-04-14,Yaseen,Masroor,3.47,8,1.0,Yes,6.66,2024-02-11,Pregnant,2024-04-25,43,48,2024-12-20,597,Grey Brahman,1.5,BRC MR. JUMANJI 67,3.7,Conventional,Holstein Friesian,Dawood,-195.53,248.16
212.02,DZF,DZF,DZF,2024-01-27,DZF,206,Local crossbred,Cow,Yes,left,12.5,CIDR+E2+PGF+ECG,Frozen,DZF-1056-1,2025-05-15,Fakhar,Javeria,3.13,8,1.0,Yes,6.04,2024-10-13,Pregnant,2024-03-19,62,68,2024-04-21,Miss Elegant,Cross Breed,2.3,CAUCHITOS KARU SIMON 922/6,1.4,Sexed Female,Holstein Friesian,Dawood,-232.09,98.0
269.16,DZF,DZF,Model Cattle (Karachi),2024-09-09,Maidan Cattle (Karachi),363,Local crossbred,Cow,.,.,15.5,CIDR+Estradiol+PGF+GnRH,Fresh,.,2024-10-03,Yaseen,Umer,3.22,8,1.0,Yes,6.09,2024-12-20,Recheck,2024-11-28,27,50,2024-08-22,246,Beef Master,-6.1,Modesto 209,1.4,Pre-Sorted for Female,Grey Brahman,Dawood,-227.89,87.15
8.19,DZF,DZF,DZF,2024-12-14,Model Cattle (Karachi),301,Local crossbred,Cow,.,Right,13.75,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1055-1,2024-10-21,Hamid,Talal,3.23,5,1.0,Yes,6.21,2024-01-18,Pregnant,2024-02-10,6,87,2024-05-22,N,Angus,3,F1 Gulabi,2,Sexed Female,Red Brahman,Dawood,-236.88,155.89
145.95,DZF,DZF,DZF,2024-02-20,Maidan Cattle (Karachi),22,Local crossbred,Cow,.,Left,17,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-2,2024-06-19,Fakhar,Talal,3.09,"6,8",1.0,Yes,6.1,2024-07-03,Recheck,2024-11-18,60,91,2024-09-28,SM006 Nukra,Beef Master,2.8,Commando 888/47,3.7,Sexed Female,Grey Brahman,Dawood,-231.72,81.2
53.41,DZF,DZF,DZF,2024-03-04,Maidan Cattle (Karachi),151,Local crossbred,Cow,.,Right,15.4,CIDR+E2+PGF+ECG,Fresh,DZF-1045-1,2025-04-07,Yaseen,Umer,3.32,"6,6",1.0,Yes,6.46,2024-05-28,Recheck,2024-10-10,85,82,2025-02-15,597/9,Braford,1.9,BRC Dutton 376/8,-0.89,Conventional,Angus,Dawood,-264.94,291.21
426.4,DZF,DZF,DZF,2025-03-18,Maidan Cattle (Karachi),205,Local crossbred,Cow,Yes,right,13.25,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1043-1,2024-05-12,Ruben,Hamid,3.34,"6,8",1.0,Yes,6.2,2024-02-23,Recheck,2025-05-01,90,63,2024-02-12,408,Beef crossbred,.,Mr Karu Manso 800,6.2,Sexed Female,Angus,Dawood,-141.41,216.62
390.86,DZF,DZF,DZF,2024-03-04,Model Cattle (Karachi),220,Local crossbred,Cow,Yes,right,8.15,Natural heat,Frozen,.,2024-10-07,Masroor,Javeria,3.14,6,1.0,Yes,6.72,2025-04-21,Open,2024-08-08,31,63,2024-12-20,SM006 Nukra,Braford,3.7,Genosource Captain-ET,3.7,Conventional,Beef Crossbred,Dawood,-128.97,192.77
331.44,DZF,DZF,DZF,2025-02-10,DZF,302,Local crossbred,Cow,.,Left,14.3,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1042-1,2024-11-11,Ruben,Javeria,3.22,"6,6",1.0,Yes,6.82,2024-12-23,Recheck,2025-04-10,24,83,2024-09-19,04-08,Red Brahman,3.6,MR H AUBURN ROJO 706,1.7,Pre-Sorted for Female,Angus,Dawood,-237.93,289.15
91.05,DZF,DZF,DZF,2024-06-05,Model Cattle (Karachi),32165,Local crossbred,Cow,.,Left,15.6,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1044-1,2025-01-07,Hamid,Masroor,3.47,"7,8",1.0,Yes,6.79,2024-05-16,Pregnant,2024-01-26,14,42,2024-02-11,18/2,Beef Master,-6.1,BRC MR. JUMANJI 67,2,Conventional,Cross Breed,Dawood,-272.89,205.05
182.46,DZF,DZF,DZF,2024-04-30,DZF,31786,Local crossbred,Cow,Yes,left,12.5,CIDR+E2+ECG+PGF+GnRH,Frozen,DZF-1018-3,2024-06-23,Ruben,Javeria,3.44,6,1.0,Yes,6.23,2024-07-12,Pregnant,2025-01-25,65,7,2025-01-14,NK1,Cross Breed,2.5,Commando 888/47,.,Conventional,Red Brahman,Dawood,-152.4,263.98
93.9,DZF,DZF,Maidan Cattle (Karachi),2024-09-24,DZF,53,Local crossbred,Cow,Yes,left,11.5,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1056-1,2024-02-17,Yaseen,Masroor,3.65,"6,8",1.0,Yes,6.68,2024-06-03,Recheck,2025-02-24,100,43,2024-10-24,3012,Beef crossbred,2.3,6.966666667,1.4,Sexed Female,Angus,Dawood,-155.98,103.86
390.61,DZF,DZF,Maidan Cattle (Karachi),2024-06-01,Model Cattle (Karachi),326,Local crossbred,Cow,.,Left,16.7,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1044-1,2024-05-29,Hamid,Hamid,3.43,"6,7",1.0,Yes,6.66,2025-03-13,Open,2025-02-01,22,30,2024-02-06,Miss Elegant,Fresian,2.3,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Red Brahman,Dawood,-171.16,289.99
267.57,DZF,DZF,DZF,2024-04-07,DZF,159,Local crossbred,Cow,.,Right,.,Natural heat,Fresh,DZF-1044-1,2024-09-26,Masroor,Javeria,3.26,"7,8",1.0,Yes,6.17,2024-05-15,Recheck,2025-01-15,94,61,2024-10-24,597/9,Cross Breed,2.8,Reconquista 413 Eterno GC Bartolome,3.7,Conventional,Beef Crossbred,Dawood,-225.67,78.18
363.57,DZF,DZF,Maidan Cattle (Karachi),2025-01-27,Model Cattle (Karachi),323,Local crossbred,Cow,.,Left,20,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1060-1,2025-02-16,Fakhar,Masroor,3.7,"6,6",1.0,Yes,6.4,2025-05-13,Open,2024-01-28,67,40,2024-12-04,SM006,Braford,3.6,Mr H Pride of Maddox Manso 684/8,1.7,Conventional,Holstein Friesian,Dawood,-267.41,85.72
138.64,DZF,DZF,DZF,2024-02-23,Model Cattle (Karachi),211,Local crossbred,Cow,Yes,Left,12.1,CIDR+GnRH+PGF+GnRH,Fresh,DZF-1053-1,2024-11-06,Yaseen,Talal,3.42,"7,8",1.0,Yes,6.78,2025-04-19,Recheck,2024-12-17,77,84,2024-10-03,909,Nukra,2.9,Modesto 209,1.7,Pre-Sorted for Female,Cross Breed,Dawood,-253.76,226.79
34.88,DZF,DZF,Model Cattle (Karachi),2024-06-29,DZF,357,Local crossbred,Cow,Yes,left,16.2,CIDR+E2+PGF+ECG,Fresh,DZF-1042-1,2025-03-16,Masroor,Umer,3.33,"7,8",1.0,Yes,6.6,2024-09-30,Recheck,2025-03-30,100,1,2024-01-09,402,Red Brahman,2.9,MR H AUBURN ROJO 706,2.1,Sexed Female,Grey Brahman,Dawood,-165.47,70.7
163.01,DZF,DZF,DZF,2024-08-31,Maidan Cattle (Karachi),351,Local crossbred,Cow,Yes,Left,10.2,CIDR+GnRH+PGF+GnRH,Frozen,DZF-1060-1,2025-03-09,Hamid,Masroor,3.69,"7,8",1.0,Yes,6.57,2024-08-17,Pregnant,2024-04-05,8,57,2024-10-16,04-04,Beef crossbred,1.9,Modesto 209,.,Pre-Sorted for Female,Beef Crossbred,Dawood,-267.95,207.21
136.66,DZF,DZF,DZF,2024-03-25,Model Cattle (Karachi),382,Local crossbred,Cow,Yes,left,18.5,CIDR+E2+ECG+PGF+GnRH,Fresh,DZF-1043-1,2025-01-20,Masroor,Masroor,2.89,8,1.0,Yes,6.67,2025-05-03,Pregnant,2024-01-17,14,3,2025-05-12,D1,Nukra,2.2,NCC Jackpot,2.5,Conventional,Red Brahman,Dawood,-227.41,134.42
349.69,DZF,DZF,Maidan Cattle (Karachi),2024-11-26,DZF,31890,Local crossbred,Cow,.,left,15.4,CIDR+Estradiol+PGF+GnRH,Fresh,DZF-1018-2,2024-01-26,Masroor,Masroor,3.0,"7,8",1.0,Yes,6.37,2024-01-07,Pregnant,2024-05-07,5,61,2025-02-12,825/4,Cross Breed,-7.6,MR V8 160/8,.,Pre-Sorted for Female,Angus,Dawood,-138.03,265.73
43.81,DZF,DZF,Maidan Cattle (Karachi),2024-11-04,Model Cattle (Karachi),6,Local crossbred,Cow,Yes,right,14.4,CIDR+Estradiol+PGF+GnRH,Frozen,DZF-1010-1,2024-05-03,Masroor,Hamid,3.38,"6,8",1.0,Yes,6.52,2025-04-16,Recheck,2025-02-10,81,90,2025-02-01,609,Red Brahman,-7.6,Mr Karu Manso 800,-0.89,Sexed Female,Grey Brahman,Dawood,-115.82,105.8
